ID	Name	Desc
LL0000000459	aggf1	angiogenic factor with G patch and FHA domains 1
LL0000000460	agk	acylglycerol kinase
LL0000000461	agla	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase a
LL0000000462	aglb	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase b
LL0000000463	agmat	agmatine ureohydrolase (agmatinase)
LL0000000464	agmo	alkylglycerol monooxygenase
LL0000000465	ago1	argonaute RISC component 1
LL0000000466	ago2	argonaute RISC catalytic component 2
LL0000000467	ago3a	argonaute RISC catalytic component 3a
LL0000000468	ago3b	argonaute RISC catalytic component 3b
LL0000000469	ago4	argonaute RISC component 4
LL0000000470	agpat2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)
LL0000000471	agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3
LL0000000472	agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)
LL0000000473	agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
LL0000000474	agpat9l	1-acylglycerol-3-phosphate O-acyltransferase 9, like
LL0000000475	agps	alkylglycerone phosphate synthase
LL0000000476	agr1	anterior gradient 1
LL0000000477	agr2	anterior gradient 2
LL0000000478	agrn	agrin
LL0000000479	agrp	agouti related neuropeptide
LL0000000480	agt	angiotensinogen
LL0000000481	agtpbp1	ATP/GTP binding protein 1
LL0000000482	agtr1a	angiotensin II receptor, type 1a
LL0000000483	agtr1b	angiotensin II receptor, type 1b
LL0000000484	agtr2	angiotensin II receptor, type 2
LL0000000485	agtrap	angiotensin II receptor-associated protein
LL0000000486	agxt2	alanine--glyoxylate aminotransferase 2
LL0000000487	agxta	alanine--glyoxylate and serine--pyruvate aminotransferase a
LL0000000488	agxtb	alanine--glyoxylate and serine--pyruvate aminotransferase b
LL0000000489	ahctf1	AT hook containing transcription factor 1
LL0000000490	ahcy	adenosylhomocysteinase
LL0000000491	ahcyl1	adenosylhomocysteinase-like 1
LL0000000492	ahcyl2	adenosylhomocysteinase-like 2 [Source:ZFIN;Acc:ZDB-GENE-040115-5]
LL0000000493	ahdc1	AT hook, DNA binding motif, containing 1
LL0000000494	ahi1	Abelson helper integration site 1
LL0000000495	ahnak	AHNAK nucleoprotein
LL0000000496	ahr1a	aryl hydrocarbon receptor 1a
LL0000000497	ahr1b	aryl hydrocarbon receptor 1b
LL0000000498	ahr2	aryl hydrocarbon receptor 2
LL0000000499	ahrra	aryl-hydrocarbon receptor repressor a
LL0000000500	ahrrb	aryl-hydrocarbon receptor repressor b
LL0000000501	ahsa1a	AHA1, activator of heat shock protein ATPase homolog 1a
LL0000000502	ahsa1b	AHA1, activator of heat shock protein ATPase homolog 1b
LL0000000503	ahsg1	alpha-2-HS-glycoprotein 1
LL0000000504	ahsg2	alpha-2-HS-glycoprotein 2
LL0000000505	aicda	activation-induced cytidine deaminase
LL0000000506	aida	axin interactor, dorsalization associated
LL0000000507	aif1l	allograft inflammatory factor 1-like
LL0000000508	aifm1	apoptosis inducing factor mitochondrion associated 1
LL0000000509	aifm2	apoptosis inducing factor mitochondria associated 2
LL0000000510	aifm3	apoptosis inducing factor mitochondria associated 3
LL0000000511	aifm4	apoptosis inducing factor mitochondria associated 4
LL0000000512	aifm5	apoptosis inducing factor mitochondria associated 5
LL0000000513	aig1	androgen-induced 1 (H. sapiens)
LL0000000514	aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:ZFIN;Acc:ZDB-GENE-060825-144]
LL0000000515	aimp2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
LL0000000516	aip	aryl hydrocarbon receptor interacting protein
LL0000000517	aipl1	aryl hydrocarbon receptor interacting protein-like 1
LL0000000518	aipl2	aryl hydrocarbon receptor interacting protein like 2
LL0000000519	aire	autoimmune regulator
LL0000000520	ajap1	adherens junctions associated protein 1
LL0000000521	ajuba	ajuba LIM protein
LL0000000522	ak1	adenylate kinase 1
LL0000000523	ak2	adenylate kinase 2
LL0000000524	ak3	adenylate kinase 3
LL0000000525	ak4	adenylate kinase 4
LL0000000526	ak5	adenylate kinase 5
LL0000000527	ak5l	adenylate kinase 5, like
LL0000000528	AK6	zgc:86811 [Source:ZFIN;Acc:ZDB-GENE-040625-113]
LL0000000529	ak7a	adenylate kinase 7a
LL0000000530	ak7b	adenylate kinase 7b
LL0000000531	ak8	adenylate kinase 8
LL0000000532	ak9	adenylate kinase 9
LL0000000533	akap10	A kinase (PRKA) anchor protein 10
LL0000000534	akap11	A kinase (PRKA) anchor protein 11
LL0000000535	akap12a	A kinase (PRKA) anchor protein 12a
LL0000000536	akap12b	A kinase (PRKA) anchor protein 12b
LL0000000537	akap13	A-kinase anchoring protein 13
LL0000000538	akap17a	A kinase (PRKA) anchor protein 17A
LL0000000539	akap1a	A kinase (PRKA) anchor protein 1a
LL0000000540	akap1b	A kinase (PRKA) anchor protein 1b
LL0000000541	akap6	A kinase (PRKA) anchor protein 6
LL0000000542	akap7	A kinase (PRKA) anchor protein 7
LL0000000543	akap8l	A kinase (PRKA) anchor protein 8-like
LL0000000544	akap9	A kinase (PRKA) anchor protein 9
LL0000000545	akip1	A kinase (PRKA) interacting protein 1
LL0000000546	akirin1	akirin 1
LL0000000547	akirin2	akirin 2
LL0000000548	akna	AT-hook transcription factor
LL0000000549	aknad1	AKNA domain containing 1
LL0000000550	akr1a1a	aldo-keto reductase family 1, member A1a (aldehyde reductase)
LL0000000551	akr1a1b	aldo-keto reductase family 1, member A1b (aldehyde reductase)
LL0000000552	akr1b1	aldo-keto reductase family 1, member B1 (aldose reductase) [Source:ZFIN;Acc:ZDB-GENE-040625-7]
LL0000000553	akr7a3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
LL0000000554	akt1	v-akt murine thymoma viral oncogene homolog 1
LL0000000555	akt1s1	AKT1 substrate 1 (proline-rich)
LL0000000556	akt2	v-akt murine thymoma viral oncogene homolog 2
LL0000000557	akt2l	v-akt murine thymoma viral oncogene homolog 2, like
LL0000000558	akt3a	v-akt murine thymoma viral oncogene homolog 3a
LL0000000559	akt3b	v-akt murine thymoma viral oncogene homolog 3b
LL0000000560	aktip	akt interacting protein
LL0000000561	AL590134.1	
LL0000000562	AL590145.1	
LL0000000563	AL590146.1	
LL0000000564	AL590149.1	
LL0000000565	AL590150.1	
LL0000000566	AL590151.1	pyrimidinergic receptor P2Y4 [Source:NCBI gene;Acc:368435]
LL0000000567	AL590151.2	uncharacterized LOC103908760 [Source:NCBI gene;Acc:103908760]
LL0000000568	AL590152.1	
LL0000000569	AL627088.1	
LL0000000570	AL627126.1	
LL0000000571	AL627164.1	
LL0000000572	AL627258.1	
LL0000000573	AL627305.1	gastrula zinc finger protein XlCGF57.1-like [Source:NCBI gene;Acc:572670]
LL0000000574	AL627305.2	
LL0000000575	AL627305.3	
LL0000000576	AL645691.1	gastrula zinc finger protein XlCGF8.2DB-like [Source:NCBI gene;Acc:100536867]
LL0000000577	AL645691.2	
LL0000000578	AL645792.1	
LL0000000579	AL645792.2	si:rp71-1d10.6 [Source:NCBI gene;Acc:101883946]
LL0000000580	AL732488.1	uncharacterized LOC110438942 [Source:NCBI gene;Acc:110438942]
LL0000000581	AL732515.1	
LL0000000582	AL732567.1	
LL0000000583	AL732629.1	
LL0000000584	AL772146.1	
LL0000000585	AL772146.2	
LL0000000586	AL772219.1	
LL0000000587	AL772298.1	
LL0000000588	AL772298.3	
LL0000000589	AL772300.1	
LL0000000590	AL772300.2	
LL0000000591	AL772314.1	
LL0000000592	AL772362.1	
LL0000000593	AL772373.1	
LL0000000594	AL772382.1	
LL0000000595	AL773558.1	
LL0000000596	AL805905.1	
LL0000000597	AL807389.1	
LL0000000598	AL807749.1	
LL0000000599	AL807749.2	
LL0000000600	AL807792.1	
LL0000000601	AL808121.1	
LL0000000602	AL808129.1	
LL0000000603	AL808129.2	
LL0000000604	AL831726.1	AMBIGUOUS
LL0000000605	AL831726.2	uncharacterized LOC101882696 [Source:NCBI gene;Acc:101882696]
LL0000000606	AL831726.3	
LL0000000607	AL831745.1	si:ch211-217g15.3 [Source:NCBI gene;Acc:368914]
LL0000000608	AL831745.2	uncharacterized LOC110440182 [Source:NCBI gene;Acc:110440182]
LL0000000609	AL831745.3	
LL0000000610	AL831768.1	P2Y purinoceptor 4-like [Source:NCBI gene;Acc:100534861]
LL0000000611	AL833789.1	
LL0000000612	AL840638.1	
LL0000000613	AL840638.2	
LL0000000614	AL844141.1	
LL0000000615	AL844172.1	uncharacterized LOC559910 [Source:NCBI gene;Acc:559910]
LL0000000616	AL844185.1	
LL0000000617	AL844186.1	
LL0000000618	AL844192.1	
LL0000000619	AL844518.1	family with sequence similarity 216 member A [Source:NCBI gene;Acc:100150820]
LL0000000620	AL844563.1	
LL0000000621	AL845295.1	
LL0000000622	AL845295.2	
LL0000000623	AL845306.1	
LL0000000624	AL845312.1	
LL0000000625	AL845320.1	
LL0000000626	AL845320.2	
LL0000000627	AL845324.1	
LL0000000628	AL845324.2	
LL0000000629	AL845330.1	stonustoxin subunit beta-like [Source:NCBI gene;Acc:796214]
LL0000000630	AL845357.1	
LL0000000631	AL845362.1	
LL0000000632	AL845365.1	
LL0000000633	AL845369.1	
LL0000000634	AL845369.2	
LL0000000635	AL845419.1	
LL0000000636	AL845428.1	uncharacterized LOC101883115 [Source:NCBI gene;Acc:101883115]
LL0000000637	AL845428.2	
LL0000000638	AL845428.3	
LL0000000639	AL845435.1	
LL0000000640	AL845550.1	si:ch211-121d13.5 [Source:NCBI gene;Acc:101882890]
LL0000000641	AL928650.1	endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:101883376]
LL0000000642	AL928650.2	
LL0000000643	AL928650.3	si:ch211-160d14.9 [Source:NCBI gene;Acc:103911855]
LL0000000644	AL928650.4	ATP DEPENDENT DNA HELICASE EC_3.6.4.12
LL0000000645	AL928657.1	
LL0000000646	AL928657.2	
LL0000000647	AL928685.1	
LL0000000648	AL928685.2	uncharacterized LOC555502 [Source:NCBI gene;Acc:555502]
LL0000000649	AL928685.3	AMBIGUOUS
LL0000000650	AL928685.4	
LL0000000651	AL928707.1	
LL0000000652	AL928707.2	
LL0000000653	AL928707.3	
LL0000000654	AL928714.1	
LL0000000655	AL928716.1	
LL0000000656	AL928724.1	
LL0000000657	AL928725.1	
LL0000000658	AL928808.1	EPM2A INTERACTING 1 LAFORIN INTERACTING
LL0000000659	AL928824.1	
LL0000000660	AL928824.2	
LL0000000661	AL928824.3	
LL0000000662	AL928835.1	
LL0000000663	AL928845.1	
LL0000000664	AL928851.1	
LL0000000665	AL928854.1	
LL0000000666	AL928866.1	
LL0000000667	AL928866.2	
LL0000000668	AL928870.1	
LL0000000669	AL928875.1	
LL0000000670	AL928881.1	
LL0000000671	AL928908.1	
LL0000000672	AL928908.2	
LL0000000673	AL928908.3	
LL0000000674	AL928920.1	
LL0000000675	AL928920.2	
LL0000000676	AL928920.3	
LL0000000677	AL928920.4	
LL0000000678	AL928927.1	
LL0000000679	AL928951.1	
LL0000000680	AL928977.1	
LL0000000681	AL929009.1	
LL0000000682	AL929009.2	
LL0000000683	AL929017.1	zgc:173693 [Source:NCBI gene;Acc:100170822]
LL0000000684	AL929017.2	
LL0000000685	AL929023.1	
LL0000000686	AL929028.1	AMBIGUOUS
LL0000000687	AL929032.1	uncharacterized LOC795984 [Source:NCBI gene;Acc:795984]
LL0000000688	AL929048.1	
LL0000000689	AL929058.1	uncharacterized LOC110438186 [Source:NCBI gene;Acc:110438186]
LL0000000690	AL929092.1	
LL0000000691	AL929105.1	
LL0000000692	AL929114.1	
LL0000000693	AL929114.2	
LL0000000694	AL929171.1	uncharacterized LOC110439353 [Source:NCBI gene;Acc:110439353]
LL0000000695	AL929182.1	
LL0000000696	AL929192.1	
LL0000000697	AL929208.1	proline-rich protein 5-like [Source:NCBI gene;Acc:101885386]
LL0000000698	AL929210.1	
LL0000000699	AL929210.2	
LL0000000700	AL929216.1	
LL0000000701	AL929217.1	gamma-aminobutyric acid receptor subunit pi-like [Source:NCBI gene;Acc:562831]
LL0000000702	AL929220.1	
LL0000000703	AL929222.1	
LL0000000704	AL929222.2	
LL0000000705	AL929229.1	
LL0000000706	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]
LL0000000707	AL929237.3	si:ch211-213i16.4 [Source:NCBI gene;Acc:103909355]
LL0000000708	AL929237.4	
LL0000000709	AL929243.1	
LL0000000710	AL929266.1	
LL0000000711	AL929276.1	AMBIGUOUS
LL0000000712	AL929276.2	UNCHARACTERIZED
LL0000000713	AL929294.1	
LL0000000714	AL929304.1	
LL0000000715	AL929305.1	
LL0000000716	AL929307.1	
LL0000000717	AL929309.1	
LL0000000718	AL929315.1	
LL0000000719	AL929321.1	
LL0000000720	AL929321.2	
LL0000000721	AL929321.3	
LL0000000722	AL929321.4	
LL0000000723	AL929334.1	DUAL SPECIFICITY PHOSPHATASE EC_3.1.3.16 EC_3.1.3.- 48
LL0000000724	AL929345.1	
LL0000000725	AL929349.1	
LL0000000726	AL929378.1	
LL0000000727	AL929396.1	
LL0000000728	AL929435.1	
LL0000000729	AL929435.2	UNCHARACTERIZED
LL0000000730	AL929453.1	
LL0000000731	AL929457.1	
LL0000000732	AL929457.2	
LL0000000733	AL929493.1	
LL0000000734	AL929493.2	
LL0000000735	AL929520.1	
LL0000000736	AL929520.2	
LL0000000737	AL929520.3	T CELL SURFACE GLYCOPROTEIN CD4 PRECURSOR T CELL SURFACE ANTIGEN T4/LEU 3 CD4 ANTIGEN
LL0000000738	AL929523.1	
LL0000000739	AL929536.3	GLUTATHIONE S TRANSFERASE EC_2.5.1.18 GST CLASS ALPHA GLUTATHIONE S TRANSFERASE
LL0000000740	AL929536.5	GTP BINDING 2
LL0000000741	AL929536.6	
LL0000000742	AL929576.1	
LL0000000743	AL929586.1	
LL0000000744	AL935044.1	zinc finger protein 658B-like [Source:NCBI gene;Acc:100537716]
LL0000000745	AL935044.2	BUTYROPHILIN SUBFAMILY MEMBER
LL0000000746	AL935044.3	si:ch211-190o19.1 [Source:NCBI gene;Acc:564387]
LL0000000747	AL935044.4	
LL0000000748	AL935053.1	
LL0000000749	AL935065.1	uncharacterized LOC567472 [Source:NCBI gene;Acc:567472]
LL0000000750	AL935115.1	
LL0000000751	AL935117.1	
LL0000000752	AL935126.1	
LL0000000753	AL935126.2	ATP DEPENDENT DNA HELICASE EC_3.6.4.12
LL0000000754	AL935144.1	
LL0000000755	AL935145.1	
LL0000000756	AL935145.2	
LL0000000757	AL935153.1	
LL0000000758	AL935166.1	
LL0000000759	AL935174.2	TBC1 DOMAIN FAMILY MEMBER 12
LL0000000760	AL935174.3	D 1B DOPAMINE RECEPTOR D 5 DOPAMINE RECEPTOR DOPAMINE D5 RECEPTOR
LL0000000761	AL935174.5	si:ch211-195b21.5 [Source:NCBI gene;Acc:563381]
LL0000000762	AL935183.1	
LL0000000763	AL935184.1	
LL0000000764	AL935184.2	
LL0000000765	AL935186.1	UNCHARACTERIZED
LL0000000766	AL935186.2	
LL0000000767	AL935186.6	
LL0000000768	AL935186.9	UNCHARACTERIZED
LL0000000769	AL935195.1	
LL0000000770	AL935198.1	
LL0000000771	AL935198.2	si:ch211-198e13.3 [Source:NCBI gene;Acc:101885999]
LL0000000772	AL935199.1	glucose-dependent insulinotropic receptor-like [Source:NCBI gene;Acc:100001479]
LL0000000773	AL935269.1	
LL0000000774	AL935279.1	
LL0000000775	AL935292.1	
LL0000000776	AL935294.1	
LL0000000777	AL935294.2	
LL0000000778	AL935295.1	si:ch211-260c23.1 [Source:NCBI gene;Acc:101885157]
LL0000000779	AL935295.2	
LL0000000780	AL935299.1	
LL0000000781	AL935300.1	
LL0000000782	AL935300.2	
LL0000000783	AL935300.3	gastrula zinc finger protein XlCGF49.1-like [Source:NCBI gene;Acc:101885450]
LL0000000784	AL935303.1	
LL0000000785	AL935322.1	
LL0000000786	AL935334.1	
LL0000000787	AL953841.1	
LL0000000788	AL953841.2	
LL0000000789	AL953848.2	
LL0000000790	AL953855.1	
LL0000000791	AL953858.1	
LL0000000792	AL953865.1	UNCHARACTERIZED
LL0000000793	AL953866.1	
LL0000000794	AL953867.1	
LL0000000795	AL953867.2	
LL0000000796	AL953875.1	
LL0000000797	AL953886.1	
LL0000000798	AL953886.2	
LL0000000799	AL953893.1	
LL0000000800	AL953894.1	
LL0000000801	AL953896.1	
LL0000000802	AL953903.1	
LL0000000803	AL953903.2	
LL0000000804	AL953903.3	
LL0000000805	AL953907.1	
LL0000000806	AL953907.2	UNCHARACTERIZED
LL0000000807	AL953910.1	
LL0000000808	AL954129.1	uncharacterized LOC103911374 [Source:NCBI gene;Acc:103911374]
LL0000000809	AL954134.1	uncharacterized LOC101882305 [Source:NCBI gene;Acc:101882305]
LL0000000810	AL954134.2	
LL0000000811	AL954137.1	
LL0000000812	AL954137.2	
LL0000000813	AL954138.1	
LL0000000814	AL954142.1	si:ch211-214p13.7 [Source:NCBI gene;Acc:564963]
LL0000000815	AL954142.2	
LL0000000816	AL954142.3	
LL0000000817	AL954145.1	
LL0000000818	AL954145.2	
LL0000000819	AL954146.1	trypsin I-P1-like [Source:NCBI gene;Acc:560023]
LL0000000820	AL954149.1	
LL0000000821	AL954149.2	
LL0000000822	AL954187.1	
LL0000000823	AL954191.1	uncharacterized LOC101885516 [Source:NCBI gene;Acc:101885516]
LL0000000824	AL954317.1	
LL0000000825	AL954320.1	
LL0000000826	AL954322.2	si:ch211-229g11.6 [Source:NCBI gene;Acc:101882098]
LL0000000827	AL954322.3	si:ch211-229g11.5 [Source:NCBI gene;Acc:101886962]
LL0000000828	AL954327.1	endothelin-2-like [Source:NCBI gene;Acc:567978]
LL0000000829	AL954359.1	si:ch211-270n8.3 [Source:NCBI gene;Acc:103911997]
LL0000000830	AL954361.1	epoxide hydrolase 4-like [Source:NCBI gene;Acc:570571]
LL0000000831	AL954387.1	
LL0000000832	AL954655.1	
LL0000000833	AL954655.2	
LL0000000834	AL954666.1	
LL0000000835	AL954669.1	
LL0000000836	AL954672.1	
LL0000000837	AL954682.1	UNCHARACTERIZED
LL0000000838	AL954694.1	
LL0000000839	AL954694.2	
LL0000000840	AL954695.1	
LL0000000841	AL954695.2	
LL0000000842	AL954695.3	
LL0000000843	AL954696.1	NOP9 nucleolar protein [Source:NCBI gene;Acc:100332577]
LL0000000844	AL954696.2	
LL0000000845	AL954698.1	
LL0000000846	AL954698.2	
LL0000000847	AL954703.1	
LL0000000848	AL954741.1	
LL0000000849	AL954741.2	ZINC FINGER
LL0000000850	AL954767.1	
LL0000000851	AL954831.1	
LL0000000852	AL954832.1	
LL0000000853	AL954848.1	
LL0000000854	AL954861.1	
LL0000000855	AL954861.2	
LL0000000856	alad	aminolevulinate dehydratase
LL0000000857	alas1	aminolevulinate, delta-, synthase 1
LL0000000858	alas2	aminolevulinate, delta-, synthase 2
LL0000000859	alcama	activated leukocyte cell adhesion molecule a
LL0000000860	alcamb	activated leukocyte cell adhesion molecule b
LL0000000861	aldh16a1	aldehyde dehydrogenase 16 family, member A1
LL0000000862	aldh18a1	aldehyde dehydrogenase 18 family, member A1
LL0000000863	aldh1a2	aldehyde dehydrogenase 1 family, member A2
LL0000000864	aldh1a3	aldehyde dehydrogenase 1 family, member A3
LL0000000865	aldh1l1	aldehyde dehydrogenase 1 family, member L1
LL0000000866	aldh1l2	aldehyde dehydrogenase 1 family, member L2
LL0000000867	aldh2.1	aldehyde dehydrogenase 2 family member, tandem duplicate 1
LL0000000868	aldh2.2	aldehyde dehydrogenase 2 family member, tandem duplicate 2
LL0000000869	aldh3a1	aldehyde dehydrogenase 3 family, member A1
LL0000000870	aldh3a2a	aldehyde dehydrogenase 3 family, member A2a
LL0000000871	aldh3a2b	aldehyde dehydrogenase 3 family, member A2b
LL0000000872	aldh3b1	aldehyde dehydrogenase 3 family, member B1
LL0000000873	aldh3b2	aldehyde dehydrogenase 3 family, member B2
LL0000000874	aldh4a1	aldehyde dehydrogenase 4 family, member A1
LL0000000875	aldh5a1	aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)
LL0000000876	aldh6a1	aldehyde dehydrogenase 6 family, member A1
LL0000000877	aldh7a1	aldehyde dehydrogenase 7 family, member A1
LL0000000878	aldh8a1	aldehyde dehydrogenase 8 family, member A1
LL0000000879	aldh9a1a.1	aldehyde dehydrogenase 9 family, member A1a, tandem duplicate 1
LL0000000880	aldh9a1a.2	aldehyde dehydrogenase 9 family, member A1a, tandem duplicate 2
LL0000000881	aldh9a1b	aldehyde dehydrogenase 9 family, member A1b
LL0000000882	aldoaa	aldolase a, fructose-bisphosphate, a
LL0000000883	aldoab	aldolase a, fructose-bisphosphate, b
LL0000000884	aldob	aldolase b, fructose-bisphosphate
LL0000000885	aldoca	aldolase C, fructose-bisphosphate, a
LL0000000886	aldocb	aldolase C, fructose-bisphosphate, b
LL0000000887	alg1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
LL0000000888	alg10	ALG10 alpha-1,2-mannosyltransferase
LL0000000889	alg11	ALG11 alpha-1,2-mannosyltransferase
